nombre,codigo,precio,costo,stock,stock_minimo,categoria_id,proveedor
KETUTIFENO JRB Lab. GENERIFAR,501,50.00,35.00,50100,10,ANTIHISTAMINICO,ABC Proveedores
KETUTIFENO TB 1mg GENERIFAR,502,50.00,35.00,50200,10,ANTIHISTAMINICO,ABC Proveedores
KITA TOS JRB,503,50.00,35.00,50300,10,ANTIHISTAMINICO,ABC Proveedores
KOOL STRAIGH ALISADO,504,50.00,35.00,50400,10,ANTIHISTAMINICO,ABC Proveedores
KOTEX CON ALA,505,50.00,35.00,50500,10,ANTIHISTAMINICO,ABC Proveedores
KOTEX SIN ALA,506,50.00,35.00,50600,10,ANTIHISTAMINICO,ABC Proveedores
LACTOLAX BEBIBLE SOBRE LAXANTE,507,50.00,35.00,50700,10,ANTIHISTAMINICO,ABC Proveedores
LAGRIMAS ARTIFICIALES 0.25% 15ml Solucion Oftalmica (HIDROXIPROPILMETILCELULOSA),508,50.00,35.00,50800,10,ANTIHISTAMINICO,ABC Proveedores
LANZAPROZOL 30g CAP,509,50.00,35.00,50900,10,ANTIHISTAMINICO,ABC Proveedores
LECHE MAGNESIA PHILLIPS 360ml Lab. ASPEN,510,50.00,35.00,51000,10,ANTIHISTAMINICO,ABC Proveedores
LECHE MAGNESIA PHILLIPS 60ml Lab. ASPEN,511,50.00,35.00,51100,10,ANTIHISTAMINICO,ABC Proveedores
LEMOVIT PLUS JRB,512,50.00,35.00,51200,10,ANTIHISTAMINICO,ABC Proveedores
LEVAFUXACINO TAB 500mg,513,50.00,35.00,51300,10,ANTIHISTAMINICO,ABC Proveedores
LEVOFLOXACINA TB 500mg Lab. LPSA,514,50.00,35.00,51400,10,ANTIHISTAMINICO,ABC Proveedores
LEVOFLOXACINA TB 500mg Lab. PVT,515,50.00,35.00,51500,10,ANTIHISTAMINICO,ABC Proveedores
LEVOFLOXACINA TB 750 Lab. PVT,516,50.00,35.00,51600,10,ANTIHISTAMINICO,ABC Proveedores
LEVOSUPIRIDE 25mg TAB Lab. CAPLIN,517,50.00,35.00,51700,10,ANTIHISTAMINICO,ABC Proveedores
LIBERAT 500mg Lab. LOPEZ,518,50.00,35.00,51800,10,ANTIHISTAMINICO,ABC Proveedores
LIDOCAINA I.M,519,50.00,35.00,51900,10,ANTIHISTAMINICO,ABC Proveedores
LIPOTRON  FUERTE CON B12,520,50.00,35.00,52000,10,ANTIHISTAMINICO,ABC Proveedores
LIPTOMIEL JRB DE EUCALIPTO 120ml Lab. ISNAYA,521,50.00,35.00,52100,10,ANTIHISTAMINICO,ABC Proveedores
LISTERINE ENGUAJE BOCAL  MENTA  250 ML,522,50.00,35.00,52200,10,ANTIHISTAMINICO,ABC Proveedores
LOMZOL (SUSPENCION ORAL) Lab.PARMALAT 10ml PEDIATRICO,523,50.00,35.00,52300,10,ANTIHISTAMINICO,ABC Proveedores
LOMZOL JRB PEDIATRICO,524,50.00,35.00,52400,10,ANTIHISTAMINICO,ABC Proveedores
LOMZOL Lab. PHARMA SUSPENSION ORAL,525,50.00,35.00,52500,10,ANTIHISTAMINICO,ABC Proveedores
LORATADINA JRB Lab. LA SANTE,526,50.00,35.00,52600,10,ANTIHISTAMINICO,ABC Proveedores
LORATADINA TAB PHARMA,527,50.00,35.00,52700,10,ANTIHISTAMINICO,ABC Proveedores
LORAZEPAM 2mg TAB,528,50.00,35.00,52800,10,ANTIHISTAMINICO,ABC Proveedores
LORITEX JRB LORATADINA,529,50.00,35.00,52900,10,ANTIHISTAMINICO,ABC Proveedores
LOSARABEN 100MG,530,50.00,35.00,53000,10,ANTIHISTAMINICO,ABC Proveedores
LOSARABEN 10O H-25,531,50.00,35.00,53100,10,ANTIHISTAMINICO,ABC Proveedores
LOSARABEN 50H-12.5 TAB,532,50.00,35.00,53200,10,ANTIHISTAMINICO,ABC Proveedores
LOSARTAN 100mg PHARBUS S.A.,533,50.00,35.00,53300,10,ANTIHISTAMINICO,ABC Proveedores
LOSARTAN 100mg TAB Lab. CAPLIN,534,50.00,35.00,53400,10,ANTIHISTAMINICO,ABC Proveedores
LOSARTAN 50mg Lab. CAPLIN,535,50.00,35.00,53500,10,ANTIHISTAMINICO,ABC Proveedores
LOSARTAN 50mg Lab. LPSA,536,50.00,35.00,53600,10,ANTIHISTAMINICO,ABC Proveedores
LOSARTAN 50MG SANTE,537,50.00,35.00,53700,10,ANTIHISTAMINICO,ABC Proveedores
lotrimz crema 20mg caplin,538,50.00,35.00,53800,10,ANTIHISTAMINICO,ABC Proveedores
LUBRICANTE A BASE DE AGUA SABOR FRESA VIVE,539,50.00,35.00,53900,10,ANTIHISTAMINICO,ABC Proveedores
LUBRICANTE A BASE DE AGUA SIN OLOR-SABOR VIVE,540,50.00,35.00,54000,10,ANTIHISTAMINICO,ABC Proveedores
LUBRICANTE VIVE SABOR FRESA 30ml,541,50.00,35.00,54100,10,ANTIHISTAMINICO,ABC Proveedores
LUBRICANTE VIVE SIN OLOR-SABOR 120ml,542,50.00,35.00,54200,10,ANTIHISTAMINICO,ABC Proveedores
MACRO VITAM GOTA,543,50.00,35.00,54300,10,ANTIHISTAMINICO,ABC Proveedores
MAGNUM JRB 360ml,544,50.00,35.00,54400,10,ANTIHISTAMINICO,ABC Proveedores
MAGNUM SUSPENSION ORAL,545,50.00,35.00,54500,10,ANTIHISTAMINICO,ABC Proveedores
MALTON (ANTI ANEMICO) JRB 600ml,546,50.00,35.00,54600,10,ANTIHISTAMINICO,ABC Proveedores
MANZANILLA TE,547,50.00,35.00,54700,10,ANTIHISTAMINICO,ABC Proveedores
MANZATIN-E 40 g,548,50.00,35.00,54800,10,ANTIHISTAMINICO,ABC Proveedores
MARIPOSA #20,549,50.00,35.00,54900,10,ANTIHISTAMINICO,ABC Proveedores
MARIPOSA #21,550,50.00,35.00,55000,10,ANTIHISTAMINICO,ABC Proveedores
MARIPOSA #22,551,50.00,35.00,55100,10,ANTIHISTAMINICO,ABC Proveedores
MARIPOSA #23,552,50.00,35.00,55200,10,ANTIHISTAMINICO,ABC Proveedores
MASCARA NEBULIZADOR ADULTO Lab. ALL PRO MEDICAL,553,50.00,35.00,55300,10,ANTIHISTAMINICO,ABC Proveedores
MASCARA NEBULIZADOR PEDIATRICA Lab. DIAGNOS,554,50.00,35.00,55400,10,ANTIHISTAMINICO,ABC Proveedores
MASCARILLA AERO PRO CELESTE,555,50.00,35.00,55500,10,ANTIHISTAMINICO,ABC Proveedores
MASCARILLA CELESTE HEALTH FAMILY,556,50.00,35.00,55600,10,ANTIHISTAMINICO,ABC Proveedores
MASCARILLA INFANTIL UNISEC BLANCA,557,50.00,35.00,55700,10,ANTIHISTAMINICO,ABC Proveedores
MASCARILLA NEGRA Lab. GUOYAN,558,50.00,35.00,55800,10,ANTIHISTAMINICO,ABC Proveedores
MEBENDAMIN (MEBENDAZOL) 30ml JRB PEDIATRICO Lab. UNIPARM,559,50.00,35.00,55900,10,ANTIHISTAMINICO,ABC Proveedores
MEBENDAMIN (MEBENDAZOL) TB. Lab. UNIPARM,560,50.00,35.00,56000,10,ANTIHISTAMINICO,ABC Proveedores
MEBENDAZOL 100mg TB. Lab. Ramos,561,50.00,35.00,56100,10,ANTIHISTAMINICO,ABC Proveedores
MEBENDAZOL 100mg/5ml SUSPENCION ORAL,562,50.00,35.00,56200,10,ANTIHISTAMINICO,ABC Proveedores
MEDAX ABC JRB 120ml,563,50.00,35.00,56300,10,ANTIHISTAMINICO,ABC Proveedores
MEDAX ABC JRB 240ml,564,50.00,35.00,56400,10,ANTIHISTAMINICO,ABC Proveedores
MEDICAS CHAMPOO,565,50.00,35.00,56500,10,ANTIHISTAMINICO,ABC Proveedores
MEDOX PRENATAL UNPHARM,566,50.00,35.00,56600,10,ANTIHISTAMINICO,ABC Proveedores
MEGABION 25.000 IM,567,50.00,35.00,56700,10,ANTIHISTAMINICO,ABC Proveedores
MELOXICAN TB,568,50.00,35.00,56800,10,ANTIHISTAMINICO,ABC Proveedores
MENEPAROL BEBIBLE,569,50.00,35.00,56900,10,ANTIHISTAMINICO,ABC Proveedores
MENEPAROL PLUS TB,570,50.00,35.00,57000,10,ANTIHISTAMINICO,ABC Proveedores
MESYGEST I.M,571,50.00,35.00,57100,10,ANTIHISTAMINICO,ABC Proveedores
METFORMINA 500MG  TB,572,50.00,35.00,57200,10,ANTIHISTAMINICO,ABC Proveedores
METFORMINA 500ml,573,50.00,35.00,57300,10,ANTIHISTAMINICO,ABC Proveedores
METFORMINA 850mg TB,574,50.00,35.00,57400,10,ANTIHISTAMINICO,ABC Proveedores
METICEL OFTENO OJO SECO,575,50.00,35.00,57500,10,ANTIHISTAMINICO,ABC Proveedores
METOCLOPRAMIDA 10 MG/2 ML,576,50.00,35.00,57600,10,ANTIHISTAMINICO,ABC Proveedores
METOPROLOL 100mg,577,50.00,35.00,57700,10,ANTIHISTAMINICO,ABC Proveedores
METRAZOL JRB 250mg/5ml PEDIATRICO  SABOR CEREZA Lab. SOLKA,578,50.00,35.00,57800,10,ANTIHISTAMINICO,ABC Proveedores
METROCLOPAMIDA,579,50.00,35.00,57900,10,ANTIHISTAMINICO,ABC Proveedores
METROCLOPAMIDA CLO-PRIM TB,580,50.00,35.00,58000,10,ANTIHISTAMINICO,ABC Proveedores
METROCLOPAMIDA TB,581,50.00,35.00,58100,10,ANTIHISTAMINICO,ABC Proveedores
METRONIDAZOL TABLETAS RAMOS 500 MG,582,50.00,35.00,58200,10,ANTIHISTAMINICO,ABC Proveedores
METRONIDAZOLE TB. 500mg Lab. CAPLIN,583,50.00,35.00,58300,10,ANTIHISTAMINICO,ABC Proveedores
MICONAZOL 2% CREMA (VAGINAL) Lab. RAMOS,584,50.00,35.00,58400,10,ANTIHISTAMINICO,ABC Proveedores
MICRO GOTERO 150ml Lab. PROLIFE,585,50.00,35.00,58500,10,ANTIHISTAMINICO,ABC Proveedores
MICROGYNON GRAGEAS TB 2x21,586,50.00,35.00,58600,10,ANTIHISTAMINICO,ABC Proveedores
micropore  allpro,587,50.00,35.00,58700,10,ANTIHISTAMINICO,ABC Proveedores
MICROPORE PIEL 1.25cmx10 ALLPRO,588,50.00,35.00,58800,10,ANTIHISTAMINICO,ABC Proveedores
MIGRADURUXINA TB,589,50.00,35.00,58900,10,ANTIHISTAMINICO,ABC Proveedores
MIGRETIL TB,590,50.00,35.00,59000,10,ANTIHISTAMINICO,ABC Proveedores
MIO RELAX TB,591,50.00,35.00,59100,10,ANTIHISTAMINICO,ABC Proveedores
MONTELUKAS CALOP TB,592,50.00,35.00,59200,10,ANTIHISTAMINICO,ABC Proveedores
MORINGA CP NATURAL,593,50.00,35.00,59300,10,ANTIHISTAMINICO,ABC Proveedores
MUCOBROXOL JRB 7.5mg BIGOSA,594,50.00,35.00,59400,10,ANTIHISTAMINICO,ABC Proveedores
mucolex ambroxol 15mg/5ml pediatrico,595,50.00,35.00,59500,10,ANTIHISTAMINICO,ABC Proveedores
MUCOLEX COMPUESTO 120ml ADULTO Lab. PANZYMA,596,50.00,35.00,59600,10,ANTIHISTAMINICO,ABC Proveedores
muculex ambroxol 15mg/5ml,597,50.00,35.00,59700,10,ANTIHISTAMINICO,ABC Proveedores
MUCULEX COMPUESTO NIÃ‘O JRB,598,50.00,35.00,59800,10,ANTIHISTAMINICO,ABC Proveedores
MUGASIN PLANTAGOPSYLLIUM 230g,599,50.00,35.00,59900,10,ANTIHISTAMINICO,ABC Proveedores
MUKSOLVE COMPUESTO JRB Lab. HENIE,600,50.00,35.00,60000,10,ANTIHISTAMINICO,ABC Proveedores
MULTIPLEX (Prenatal) REFANIC,601,50.00,35.00,60100,10,ANTIHISTAMINICO,ABC Proveedores
MUPIROSIMA UNGUENTO 15g,602,50.00,35.00,60200,10,ANTIHISTAMINICO,ABC Proveedores
MYCOZOL NF CREMA 15g Lab. UNIPHARM,603,50.00,35.00,60300,10,ANTIHISTAMINICO,ABC Proveedores
NARTROMIN GABAPENTINA 400,604,50.00,35.00,60400,10,ANTIHISTAMINICO,ABC Proveedores
NASAL 2 SPRAY 60ml,605,50.00,35.00,60500,10,ANTIHISTAMINICO,ABC Proveedores
NASAL GOTA 15 ML,606,50.00,35.00,60600,10,ANTIHISTAMINICO,ABC Proveedores
NASOFENIL GOTA,607,50.00,35.00,60700,10,ANTIHISTAMINICO,ABC Proveedores
NAUSEOL DE 50 MG IM/IV,608,50.00,35.00,60800,10,ANTIHISTAMINICO,ABC Proveedores
NAUSEOL TAB,609,50.00,35.00,60900,10,ANTIHISTAMINICO,ABC Proveedores
NAUSYL 50mg lab solka,610,50.00,35.00,61000,10,ANTIHISTAMINICO,ABC Proveedores
NAZIL GOTA 15ml Lab. OPHIA,611,50.00,35.00,61100,10,ANTIHISTAMINICO,ABC Proveedores
NEOBOL CREMA,612,50.00,35.00,61200,10,ANTIHISTAMINICO,ABC Proveedores
NEOBOL SPRAY,613,50.00,35.00,61300,10,ANTIHISTAMINICO,ABC Proveedores
NEOROFORTAN NIÃ‘O 240ml,614,50.00,35.00,61400,10,ANTIHISTAMINICO,ABC Proveedores
neroplin im,615,50.00,35.00,61500,10,ANTIHISTAMINICO,ABC Proveedores
NERVI DOCE BEBIBLE,616,50.00,35.00,61600,10,ANTIHISTAMINICO,ABC Proveedores
nestogeno 800g  *3,617,50.00,35.00,61700,10,ANTIHISTAMINICO,ABC Proveedores
NESTUM TRIGO MIEL,618,50.00,35.00,61800,10,ANTIHISTAMINICO,ABC Proveedores
NEUOROVIT 10, 000 I.M,619,50.00,35.00,61900,10,ANTIHISTAMINICO,ABC Proveedores
NEUOROVIT 25, 000 I.M,620,50.00,35.00,62000,10,ANTIHISTAMINICO,ABC Proveedores
NEURO GRISE JALCON SIN OLOR,621,50.00,35.00,62100,10,ANTIHISTAMINICO,ABC Proveedores
NEUROBIENTO TAB,622,50.00,35.00,62200,10,ANTIHISTAMINICO,ABC Proveedores
NEUROBIO tab,623,50.00,35.00,62300,10,ANTIHISTAMINICO,ABC Proveedores
NEUROBION 25, 000 I.M,624,50.00,35.00,62400,10,ANTIHISTAMINICO,ABC Proveedores
NEUROFORTAN CAP,625,50.00,35.00,62500,10,ANTIHISTAMINICO,ABC Proveedores
NEUROPLIN 25000IM,626,50.00,35.00,62600,10,ANTIHISTAMINICO,ABC Proveedores
NIFEDI DENK 20mg TAB,627,50.00,35.00,62700,10,ANTIHISTAMINICO,ABC Proveedores
NIFEDI-DENK 20mg Lab. ALEMANIA,628,50.00,35.00,62800,10,ANTIHISTAMINICO,ABC Proveedores
NIFEDIPINA RETARD 20mg TAB,629,50.00,35.00,62900,10,ANTIHISTAMINICO,ABC Proveedores
NIKZoN TAB,630,50.00,35.00,63000,10,ANTIHISTAMINICO,ABC Proveedores
NISTATINA 100,000ML SELECTOHARMA GOTA,631,50.00,35.00,63100,10,ANTIHISTAMINICO,ABC Proveedores
NISTATINA GOTA RAMOS,632,50.00,35.00,63200,10,ANTIHISTAMINICO,ABC Proveedores
NITAZOXANIDA 500mg Lab. ECOMED,633,50.00,35.00,63300,10,ANTIHISTAMINICO,ABC Proveedores
NITROFURANTOINA 100mg TAB,634,50.00,35.00,63400,10,ANTIHISTAMINICO,ABC Proveedores
NO CAL JRB 12Oml,635,50.00,35.00,63500,10,ANTIHISTAMINICO,ABC Proveedores
nocal jbe paisa,636,50.00,35.00,63600,10,ANTIHISTAMINICO,ABC Proveedores
NODIN 3Oml,637,50.00,35.00,63700,10,ANTIHISTAMINICO,ABC Proveedores
NODIN 60ml,638,50.00,35.00,63800,10,ANTIHISTAMINICO,ABC Proveedores
NOGYILEN TAB,639,50.00,35.00,63900,10,ANTIHISTAMINICO,ABC Proveedores
NOMAGEST I.M,640,50.00,35.00,64000,10,ANTIHISTAMINICO,ABC Proveedores
NOMESTROL I.M,641,50.00,35.00,64100,10,ANTIHISTAMINICO,ABC Proveedores
NOR COLIC,642,50.00,35.00,64200,10,ANTIHISTAMINICO,ABC Proveedores
NOR CREZIN ZINC ELEMENTAL TAB,643,50.00,35.00,64300,10,ANTIHISTAMINICO,ABC Proveedores
NOR TRIPAR NITAXOZANIDA  JRB,644,50.00,35.00,64400,10,ANTIHISTAMINICO,ABC Proveedores
norgylen,645,50.00,35.00,64500,10,ANTIHISTAMINICO,ABC Proveedores
NOVALGINA TAB,646,50.00,35.00,64600,10,ANTIHISTAMINICO,ABC Proveedores
NOVULAR I.M,647,50.00,35.00,64700,10,ANTIHISTAMINICO,ABC Proveedores
NUCLEO CAP FORTE,648,50.00,35.00,64800,10,ANTIHISTAMINICO,ABC Proveedores
NUMEROS PARA CUMPLE,649,50.00,35.00,64900,10,ANTIHISTAMINICO,ABC Proveedores
NUMOSAN COMPOSTUM JRB,650,50.00,35.00,65000,10,ANTIHISTAMINICO,ABC Proveedores
NUMOSAN GOTA,651,50.00,35.00,65100,10,ANTIHISTAMINICO,ABC Proveedores
NUMOSAN JRB 115ml,652,50.00,35.00,65200,10,ANTIHISTAMINICO,ABC Proveedores
NUTRINE GRANDE,653,50.00,35.00,65300,10,ANTIHISTAMINICO,ABC Proveedores
NUTRISON H3 PLUS CAP,654,50.00,35.00,65400,10,ANTIHISTAMINICO,ABC Proveedores
NUTRISON JRB ADULTO,655,50.00,35.00,65500,10,ANTIHISTAMINICO,ABC Proveedores
NUTRISON JRB NIÃ‘O,656,50.00,35.00,65600,10,ANTIHISTAMINICO,ABC Proveedores
NUVOMIN 360ml  SUSPENSION ORAL Lab. NUVORA,657,50.00,35.00,65700,10,ANTIHISTAMINICO,ABC Proveedores
ODONTIL GOTA,658,50.00,35.00,65800,10,ANTIHISTAMINICO,ABC Proveedores
ODORIT CREMA DESOBRANTE 6g,659,50.00,35.00,65900,10,ANTIHISTAMINICO,ABC Proveedores
OERLAS DE COLORES PINTER,660,50.00,35.00,66000,10,ANTIHISTAMINICO,ABC Proveedores
OLEOFERINA JRB 60 ml,661,50.00,35.00,66100,10,ANTIHISTAMINICO,ABC Proveedores
Oleoferina Tab. Generifar,662,50.00,35.00,66200,10,ANTIHISTAMINICO,ABC Proveedores
OLMESARTAN 20mg CALOX,663,50.00,35.00,66300,10,ANTIHISTAMINICO,ABC Proveedores
OMEGA 3.6-9 VESA,664,50.00,35.00,66400,10,ANTIHISTAMINICO,ABC Proveedores
OMEGA -3-6-9 CP Lab. EL MANA,665,50.00,35.00,66500,10,ANTIHISTAMINICO,ABC Proveedores
OMEGA-3 CP Lab. EL MANA,666,50.00,35.00,66600,10,ANTIHISTAMINICO,ABC Proveedores
OMEPRASoL  40mg IM IV CAPLIN,667,50.00,35.00,66700,10,ANTIHISTAMINICO,ABC Proveedores
OMEPRAZOL CAPLIN,668,50.00,35.00,66800,10,ANTIHISTAMINICO,ABC Proveedores
OMEPRAZOL THON,669,50.00,35.00,66900,10,ANTIHISTAMINICO,ABC Proveedores
ORALECTRIL COCO,670,50.00,35.00,67000,10,ANTIHISTAMINICO,ABC Proveedores
ORALECTRIL DIABETEC,671,50.00,35.00,67100,10,ANTIHISTAMINICO,ABC Proveedores
OREDNISONA 50MG,672,50.00,35.00,67200,10,ANTIHISTAMINICO,ABC Proveedores
OROCORT (SOLUCION OTICA),673,50.00,35.00,67300,10,ANTIHISTAMINICO,ABC Proveedores
OTIK (SUSPENCION OTICA),674,50.00,35.00,67400,10,ANTIHISTAMINICO,ABC Proveedores
OTIOSPAN 40mg Lab. ARSAL,675,50.00,35.00,67500,10,ANTIHISTAMINICO,ABC Proveedores
OXA B TABLETA (DICLOFENACO POTASICO/ VITAMINAS B1 B6 B12),676,50.00,35.00,67600,10,ANTIHISTAMINICO,ABC Proveedores
OXA UNO CAPSULA LAB. PANALAB,677,50.00,35.00,67700,10,ANTIHISTAMINICO,ABC Proveedores
OXI CREAM  1/2 LITRO  VOL 30,678,50.00,35.00,67800,10,ANTIHISTAMINICO,ABC Proveedores
OXI CREAM 1/5 LITRO VOL 20,679,50.00,35.00,67900,10,ANTIHISTAMINICO,ABC Proveedores
OXI CREAM 1/5 VOL 10,680,50.00,35.00,68000,10,ANTIHISTAMINICO,ABC Proveedores
OXI CREAM 60ML PQ,681,50.00,35.00,68100,10,ANTIHISTAMINICO,ABC Proveedores
PANADOL EXTRA FUERTE ECSA 500 mg,682,50.00,35.00,68200,10,ANTIHISTAMINICO,ABC Proveedores
PANADOL NIÃ‘O 80 mg ECSA,683,50.00,35.00,68300,10,ANTIHISTAMINICO,ABC Proveedores
PANADOL NOCHE,684,50.00,35.00,68400,10,ANTIHISTAMINICO,ABC Proveedores
PANADOL SINUS ECSA,685,50.00,35.00,68500,10,ANTIHISTAMINICO,ABC Proveedores
PANADOL ULTRA  500mg/65mg  ECSA,686,50.00,35.00,68600,10,ANTIHISTAMINICO,ABC Proveedores
PANALITOS  ORIGINAL 200G,687,50.00,35.00,68700,10,ANTIHISTAMINICO,ABC Proveedores
PANESIA 10% 20ml Esprai,688,50.00,35.00,68800,10,ANTIHISTAMINICO,ABC Proveedores
PANESIA 5% (NIDOCAINA GEL),689,50.00,35.00,68900,10,ANTIHISTAMINICO,ABC Proveedores
PANTOPRASOL 40 mg Lab THEON,690,50.00,35.00,69000,10,ANTIHISTAMINICO,ABC Proveedores
PANTOPRAZOL 40 mg CALOX,691,50.00,35.00,69100,10,ANTIHISTAMINICO,ABC Proveedores
PANTOPRAZOL 40 mg PAISA,692,50.00,35.00,69200,10,ANTIHISTAMINICO,ABC Proveedores
paÃ±alito 200g,693,50.00,35.00,69300,10,ANTIHISTAMINICO,ABC Proveedores
PARACETAMOL MK 750 mg,694,50.00,35.00,69400,10,ANTIHISTAMINICO,ABC Proveedores
PARASETAMOL 500 mg PHARMAT,695,50.00,35.00,69500,10,ANTIHISTAMINICO,ABC Proveedores
PARCHE TERMICO LEON,696,50.00,35.00,69600,10,ANTIHISTAMINICO,ABC Proveedores
PASINERBA Lab. INFASA,697,50.00,35.00,69700,10,ANTIHISTAMINICO,ABC Proveedores
PASMOLIT ANTIPASMOLIT  1g/2ml,698,50.00,35.00,69800,10,ANTIHISTAMINICO,ABC Proveedores
PASTA AL AGUA 20% 40g,699,50.00,35.00,69900,10,ANTIHISTAMINICO,ABC Proveedores
PEDIALAY SUERO,700,50.00,35.00,70000,10,ANTIHISTAMINICO,ABC Proveedores
PEDIARROL,701,50.00,35.00,70100,10,ANTIHISTAMINICO,ABC Proveedores
PEGA LOCA,702,50.00,35.00,70200,10,ANTIHISTAMINICO,ABC Proveedores
PEN DI BEN (POLVO PARA SUSPECION INYECTABLE),703,50.00,35.00,70300,10,ANTIHISTAMINICO,ABC Proveedores
PEN DI BEN 1.200.00 IM,704,50.00,35.00,70400,10,ANTIHISTAMINICO,ABC Proveedores
PENICILINA IM 1.2MIL CAPLIN,705,50.00,35.00,70500,10,ANTIHISTAMINICO,ABC Proveedores
PEPTO GEL JRB 120ML,706,50.00,35.00,70600,10,ANTIHISTAMINICO,ABC Proveedores
PEPTOBISMOL (SUSOENCION ORAL) 118 ml,707,50.00,35.00,70700,10,ANTIHISTAMINICO,ABC Proveedores
PEPTOBISMOL (SUSPENCION ORAL) 235 ml,708,50.00,35.00,70800,10,ANTIHISTAMINICO,ABC Proveedores
PEPTOBISMOL TABLETA,709,50.00,35.00,70900,10,ANTIHISTAMINICO,ABC Proveedores
PERMARCHAR HILETH,710,50.00,35.00,71000,10,ANTIHISTAMINICO,ABC Proveedores
PIPETA OIDO/NASAL 1 O. Lab. INSU+MED,711,50.00,35.00,71100,10,ANTIHISTAMINICO,ABC Proveedores
PIPETA OIDO/NASAL 2 O. Lab. INSU+MED,712,50.00,35.00,71200,10,ANTIHISTAMINICO,ABC Proveedores
piracerebral bebible,713,50.00,35.00,71300,10,ANTIHISTAMINICO,ABC Proveedores
PIROXICAM 20mg Lab. ENERIFAR,714,50.00,35.00,71400,10,ANTIHISTAMINICO,ABC Proveedores
PIRVEN 2.5% GEL,715,50.00,35.00,71500,10,ANTIHISTAMINICO,ABC Proveedores
PLENOCINA 100mg OVULO,716,50.00,35.00,71600,10,ANTIHISTAMINICO,ABC Proveedores
POMADA DE VACA,717,50.00,35.00,71700,10,ANTIHISTAMINICO,ABC Proveedores
pomada divina lata,718,50.00,35.00,71800,10,ANTIHISTAMINICO,ABC Proveedores
POMADA ROJA Lab. SOL,719,50.00,35.00,71900,10,ANTIHISTAMINICO,ABC Proveedores
PPMS ULTRA LAB.PANZYMA,720,50.00,35.00,72000,10,ANTIHISTAMINICO,ABC Proveedores
PREDNICORT 15 JRB 15mg/5ml,721,50.00,35.00,72100,10,ANTIHISTAMINICO,ABC Proveedores
PREDNISOLANA JRB 60ml (5mg/5ml) Lab. RAMOS,722,50.00,35.00,72200,10,ANTIHISTAMINICO,ABC Proveedores
PREDNISONA 50 mg Lab Ramos,723,50.00,35.00,72300,10,ANTIHISTAMINICO,ABC Proveedores
PREDNISONA 5MG,724,50.00,35.00,72400,10,ANTIHISTAMINICO,ABC Proveedores
PREGABALINA 75 mg Lab ECOMED,725,50.00,35.00,72500,10,ANTIHISTAMINICO,ABC Proveedores
PREGABALINA 75MG TB LOS PAISAS,726,50.00,35.00,72600,10,ANTIHISTAMINICO,ABC Proveedores
PRENAFLOR PLUS Lan PHAMLAT,727,50.00,35.00,72700,10,ANTIHISTAMINICO,ABC Proveedores
PRENATALES (MULTIVITAMINA CAPLIN),728,50.00,35.00,72800,10,ANTIHISTAMINICO,ABC Proveedores
PRENISONA 5mg Lb Ramos,729,50.00,35.00,72900,10,ANTIHISTAMINICO,ABC Proveedores
PRO-RINAL ADULTO  SOLUCION NASAL NAFOZALINA 1mg  Lab. RAMOS,730,50.00,35.00,73000,10,ANTIHISTAMINICO,ABC Proveedores
PRO-RINAL NIÃ‘O  DESCONGESTINANANTE NASAL NAFOZALINA 0.50mg  Lab. RAMOS,731,50.00,35.00,73100,10,ANTIHISTAMINICO,ABC Proveedores
PULMO CALCIO FRESA LAB.LOPEZ,732,50.00,35.00,73200,10,ANTIHISTAMINICO,ABC Proveedores
PULMO GRIP BALSOMIC 120ml,733,50.00,35.00,73300,10,ANTIHISTAMINICO,ABC Proveedores
PULMO GRIP CAP,734,50.00,35.00,73400,10,ANTIHISTAMINICO,ABC Proveedores
PULMO GRIP Lab. NORDIC JRB,735,50.00,35.00,73500,10,ANTIHISTAMINICO,ABC Proveedores
PULMOGENO PLUS JRB 115ml,736,50.00,35.00,73600,10,ANTIHISTAMINICO,ABC Proveedores
PYROFANTIL 100mg SUPOSITORIO ANALGESICO ANTIPIRETICO,737,50.00,35.00,73700,10,ANTIHISTAMINICO,ABC Proveedores
PYROFANTIL 300mg SUPOSITORIO ANALGESICO ANTIPIRETICO,738,50.00,35.00,73800,10,ANTIHISTAMINICO,ABC Proveedores
PYROFANTIL 300mg SUPOSITORIO PEDIATRICO,739,50.00,35.00,73900,10,ANTIHISTAMINICO,ABC Proveedores
QG5 TB.,740,50.00,35.00,74000,10,ANTIHISTAMINICO,ABC Proveedores
RABANO AYODADADO 240ml JRB CEGUEL,741,50.00,35.00,74100,10,ANTIHISTAMINICO,ABC Proveedores
RANITIDINA  TB. 300mg Lab. THEON,742,50.00,35.00,74200,10,ANTIHISTAMINICO,ABC Proveedores
RANITIDINA 50mg/2ml IM/IB,743,50.00,35.00,74300,10,ANTIHISTAMINICO,ABC Proveedores
RANITIDINA TB. 300 mg Lab. CAPLIN,744,50.00,35.00,74400,10,ANTIHISTAMINICO,ABC Proveedores
RECARGA CLARO,745,50.00,35.00,74500,10,ANTIHISTAMINICO,ABC Proveedores
RECARGA TIGO,746,50.00,35.00,74600,10,ANTIHISTAMINICO,ABC Proveedores
RECOLECRORES DE ECES,747,50.00,35.00,74700,10,ANTIHISTAMINICO,ABC Proveedores
